2024-04-05 10:54:03,694 INFO     kb Extreme Gradient Boosting
2024-04-05 11:00:10,359 INFO     kb time_taken = 24.074 s, boosting_rounds_used = 51. Mean Accuracy : Train - 0.95714, Test - 0.9327.
2024-04-05 11:00:10,360 INFO     kb Current Parameters : colsample_bylevel = 0.888, colsample_bynode = 0.762, colsample_bytree = 0.258, gamma = 2.962, learning_rate = 0.695, max_depth = 4, min_child_weight = 3.731, reg_alpha = 4.659, reg_lambda = 2.305, subsample = 0.521.
2024-04-05 11:00:28,251 INFO     kb time_taken = 17.89 s, boosting_rounds_used = 54. Mean Accuracy : Train - 0.92998, Test - 0.92261.
2024-04-05 11:00:28,252 INFO     kb Current Parameters : colsample_bylevel = 0.296, colsample_bynode = 0.951, colsample_bytree = 0.902, gamma = 9.086, learning_rate = 0.349, max_depth = 5, min_child_weight = 2.946, reg_alpha = 3.277, reg_lambda = 3.54, subsample = 0.885.
2024-04-05 11:00:53,198 INFO     kb time_taken = 24.946 s, boosting_rounds_used = 66. Mean Accuracy : Train - 0.92835, Test - 0.92103.
2024-04-05 11:00:53,199 INFO     kb Current Parameters : colsample_bylevel = 0.422, colsample_bynode = 0.545, colsample_bytree = 0.43, gamma = 8.647, learning_rate = 0.673, max_depth = 8, min_child_weight = 0.321, reg_alpha = 0.544, reg_lambda = 1.645, subsample = 0.639.
2024-04-05 11:01:13,095 INFO     kb time_taken = 19.896 s, boosting_rounds_used = 64. Mean Accuracy : Train - 0.93924, Test - 0.92872.
2024-04-05 11:01:13,096 INFO     kb Current Parameters : colsample_bylevel = 0.71, colsample_bynode = 0.452, colsample_bytree = 0.306, gamma = 2.147, learning_rate = 0.886, max_depth = 5, min_child_weight = 7.39, reg_alpha = 3.363, reg_lambda = 1.284, subsample = 0.722.
2024-04-05 11:01:36,462 INFO     kb time_taken = 23.366 s, boosting_rounds_used = 92. Mean Accuracy : Train - 0.94326, Test - 0.93063.
2024-04-05 11:01:36,463 INFO     kb Current Parameters : colsample_bylevel = 0.425, colsample_bynode = 0.588, colsample_bytree = 0.801, gamma = 8.537, learning_rate = 0.473, max_depth = 9, min_child_weight = 4.598, reg_alpha = 2.662, reg_lambda = 2.983, subsample = 0.903.
2024-04-05 11:01:58,695 INFO     kb time_taken = 22.232 s, boosting_rounds_used = 52. Mean Accuracy : Train - 0.93403, Test - 0.9244.
2024-04-05 11:01:58,697 INFO     kb Current Parameters : colsample_bylevel = 0.526, colsample_bynode = 0.707, colsample_bytree = 0.906, gamma = 6.879, learning_rate = 0.529, max_depth = 4, min_child_weight = 4.11, reg_alpha = 0.421, reg_lambda = 0.128, subsample = 0.588.
2024-04-05 11:02:30,919 INFO     kb time_taken = 32.222 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.9477, Test - 0.93432.
2024-04-05 11:02:30,920 INFO     kb Current Parameters : colsample_bylevel = 0.659, colsample_bynode = 0.437, colsample_bytree = 0.23, gamma = 1.039, learning_rate = 0.809, max_depth = 4, min_child_weight = 3.817, reg_alpha = 1.939, reg_lambda = 0.599, subsample = 0.619.
2024-04-05 11:02:55,656 INFO     kb time_taken = 24.736 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.95122, Test - 0.93449.
2024-04-05 11:02:55,657 INFO     kb Current Parameters : colsample_bylevel = 0.463, colsample_bynode = 0.593, colsample_bytree = 0.917, gamma = 8.057, learning_rate = 0.369, max_depth = 8, min_child_weight = 0.351, reg_alpha = 2.64, reg_lambda = 4.237, subsample = 0.974.
2024-04-05 11:03:28,219 INFO     kb time_taken = 32.562 s, boosting_rounds_used = 79. Mean Accuracy : Train - 0.93517, Test - 0.92506.
2024-04-05 11:03:28,220 INFO     kb Current Parameters : colsample_bylevel = 0.705, colsample_bynode = 0.424, colsample_bytree = 0.24, gamma = 4.891, learning_rate = 0.743, max_depth = 5, min_child_weight = 4.617, reg_alpha = 2.635, reg_lambda = 0.059, subsample = 0.732.
2024-04-05 11:03:48,501 INFO     kb time_taken = 20.281 s, boosting_rounds_used = 81. Mean Accuracy : Train - 0.94194, Test - 0.92893.
2024-04-05 11:03:48,502 INFO     kb Current Parameters : colsample_bylevel = 0.845, colsample_bynode = 0.426, colsample_bytree = 0.843, gamma = 8.607, learning_rate = 0.315, max_depth = 9, min_child_weight = 1.404, reg_alpha = 0.239, reg_lambda = 3.027, subsample = 0.938.
2024-04-05 11:04:26,370 INFO     kb time_taken = 37.868 s, boosting_rounds_used = 59. Mean Accuracy : Train - 0.94315, Test - 0.92826.
2024-04-05 11:04:26,372 INFO     kb Current Parameters : colsample_bylevel = 0.533, colsample_bynode = 0.293, colsample_bytree = 0.932, gamma = 9.571, learning_rate = 0.469, max_depth = 7, min_child_weight = 1.988, reg_alpha = 3.474, reg_lambda = 1.442, subsample = 0.542.
2024-04-05 11:04:45,483 INFO     kb time_taken = 19.111 s, boosting_rounds_used = 61. Mean Accuracy : Train - 0.92273, Test - 0.91616.
2024-04-05 11:04:45,484 INFO     kb Current Parameters : colsample_bylevel = 0.745, colsample_bynode = 0.641, colsample_bytree = 0.618, gamma = 1.097, learning_rate = 0.632, max_depth = 9, min_child_weight = 6.974, reg_alpha = 4.368, reg_lambda = 3.884, subsample = 0.973.
2024-04-05 11:05:17,813 INFO     kb time_taken = 32.329 s, boosting_rounds_used = 61. Mean Accuracy : Train - 0.95146, Test - 0.93336.
2024-04-05 11:05:17,814 INFO     kb Current Parameters : colsample_bylevel = 0.379, colsample_bynode = 0.657, colsample_bytree = 0.514, gamma = 7.77, learning_rate = 0.783, max_depth = 7, min_child_weight = 6.835, reg_alpha = 1.606, reg_lambda = 4.211, subsample = 0.874.
2024-04-05 11:05:38,637 INFO     kb time_taken = 20.823 s, boosting_rounds_used = 73. Mean Accuracy : Train - 0.93629, Test - 0.92581.
2024-04-05 11:05:38,638 INFO     kb Current Parameters : colsample_bylevel = 0.812, colsample_bynode = 0.355, colsample_bytree = 0.229, gamma = 5.724, learning_rate = 0.878, max_depth = 5, min_child_weight = 5.573, reg_alpha = 4.262, reg_lambda = 4.555, subsample = 0.724.
2024-04-05 11:05:54,536 INFO     kb time_taken = 15.898 s, boosting_rounds_used = 61. Mean Accuracy : Train - 0.92822, Test - 0.92074.
2024-04-05 11:05:54,537 INFO     kb Current Parameters : colsample_bylevel = 0.944, colsample_bynode = 0.746, colsample_bytree = 0.213, gamma = 8.437, learning_rate = 0.611, max_depth = 5, min_child_weight = 6.229, reg_alpha = 0.295, reg_lambda = 4.795, subsample = 0.943.
2024-04-05 11:06:15,952 INFO     kb time_taken = 21.415 s, boosting_rounds_used = 81. Mean Accuracy : Train - 0.93822, Test - 0.92806.
2024-04-05 11:06:15,953 INFO     kb Current Parameters : colsample_bylevel = 0.713, colsample_bynode = 0.898, colsample_bytree = 0.662, gamma = 6.521, learning_rate = 0.794, max_depth = 5, min_child_weight = 6.774, reg_alpha = 3.788, reg_lambda = 1.202, subsample = 0.514.
2024-04-05 11:06:37,534 INFO     kb time_taken = 21.581 s, boosting_rounds_used = 62. Mean Accuracy : Train - 0.93084, Test - 0.92207.
2024-04-05 11:06:37,535 INFO     kb Current Parameters : colsample_bylevel = 0.736, colsample_bynode = 0.242, colsample_bytree = 0.481, gamma = 8.618, learning_rate = 0.276, max_depth = 10, min_child_weight = 1.356, reg_alpha = 0.909, reg_lambda = 3.509, subsample = 0.586.
2024-04-05 11:07:06,446 INFO     kb time_taken = 28.911 s, boosting_rounds_used = 91. Mean Accuracy : Train - 0.92999, Test - 0.92345.
2024-04-05 11:07:06,447 INFO     kb Current Parameters : colsample_bylevel = 0.818, colsample_bynode = 0.289, colsample_bytree = 0.691, gamma = 8.545, learning_rate = 0.265, max_depth = 4, min_child_weight = 4.426, reg_alpha = 0.949, reg_lambda = 1.978, subsample = 0.627.
2024-04-05 11:07:34,072 INFO     kb time_taken = 27.625 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.93182, Test - 0.92325.
2024-04-05 11:07:34,073 INFO     kb Current Parameters : colsample_bylevel = 0.689, colsample_bynode = 0.442, colsample_bytree = 0.253, gamma = 9.098, learning_rate = 0.659, max_depth = 9, min_child_weight = 1.178, reg_alpha = 3.291, reg_lambda = 0.592, subsample = 0.573.
2024-04-05 11:07:49,108 INFO     kb time_taken = 15.035 s, boosting_rounds_used = 60. Mean Accuracy : Train - 0.92616, Test - 0.92045.
2024-04-05 11:07:49,109 INFO     kb Current Parameters : colsample_bylevel = 0.501, colsample_bynode = 0.652, colsample_bytree = 0.95, gamma = 9.296, learning_rate = 0.555, max_depth = 6, min_child_weight = 6.467, reg_alpha = 3.29, reg_lambda = 0.338, subsample = 0.701.
2024-04-05 11:08:05,653 INFO     kb time_taken = 16.544 s, boosting_rounds_used = 40. Mean Accuracy : Train - 0.93047, Test - 0.9223.
2024-04-05 11:08:05,654 INFO     kb Current Parameters : colsample_bylevel = 0.532, colsample_bynode = 0.696, colsample_bytree = 0.554, gamma = 5.89, learning_rate = 0.663, max_depth = 4, min_child_weight = 0.506, reg_alpha = 0.523, reg_lambda = 2.656, subsample = 0.791.
2024-04-05 11:08:35,163 INFO     kb time_taken = 29.509 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.9493, Test - 0.93452.
2024-04-05 11:08:35,164 INFO     kb Current Parameters : colsample_bylevel = 0.204, colsample_bynode = 0.313, colsample_bytree = 0.79, gamma = 8.4, learning_rate = 0.606, max_depth = 7, min_child_weight = 1.682, reg_alpha = 2.286, reg_lambda = 0.61, subsample = 0.746.
2024-04-05 11:08:57,647 INFO     kb time_taken = 22.483 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.93558, Test - 0.92544.
2024-04-05 11:08:57,648 INFO     kb Current Parameters : colsample_bylevel = 0.729, colsample_bynode = 0.872, colsample_bytree = 0.593, gamma = 5.019, learning_rate = 0.692, max_depth = 8, min_child_weight = 5.781, reg_alpha = 0.853, reg_lambda = 4.749, subsample = 0.592.
2024-04-05 11:09:22,151 INFO     kb time_taken = 24.503 s, boosting_rounds_used = 51. Mean Accuracy : Train - 0.94125, Test - 0.92754.
2024-04-05 11:09:22,152 INFO     kb Current Parameters : colsample_bylevel = 0.698, colsample_bynode = 0.956, colsample_bytree = 0.745, gamma = 1.63, learning_rate = 0.214, max_depth = 8, min_child_weight = 3.65, reg_alpha = 4.246, reg_lambda = 1.232, subsample = 0.837.
2024-04-05 11:10:34,651 INFO     kb time_taken = 72.5 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.94812, Test - 0.93227.
2024-04-05 11:10:34,653 INFO     kb Current Parameters : colsample_bylevel = 0.742, colsample_bynode = 0.692, colsample_bytree = 0.591, gamma = 3.232, learning_rate = 0.502, max_depth = 10, min_child_weight = 3.309, reg_alpha = 0.518, reg_lambda = 2.032, subsample = 0.972.
2024-04-05 11:11:12,279 INFO     kb time_taken = 37.626 s, boosting_rounds_used = 58. Mean Accuracy : Train - 0.96168, Test - 0.93847.
2024-04-05 11:11:12,280 INFO     kb Current Parameters : colsample_bylevel = 0.68, colsample_bynode = 0.538, colsample_bytree = 0.748, gamma = 6.976, learning_rate = 0.445, max_depth = 10, min_child_weight = 3.167, reg_alpha = 0.929, reg_lambda = 1.051, subsample = 0.972.
2024-04-05 11:11:39,127 INFO     kb time_taken = 26.847 s, boosting_rounds_used = 49. Mean Accuracy : Train - 0.94754, Test - 0.931.
2024-04-05 11:11:39,128 INFO     kb Current Parameters : colsample_bylevel = 0.593, colsample_bynode = 0.919, colsample_bytree = 0.397, gamma = 3.945, learning_rate = 0.226, max_depth = 7, min_child_weight = 0.363, reg_alpha = 2.063, reg_lambda = 0.025, subsample = 0.748.
2024-04-05 11:12:28,174 INFO     kb time_taken = 49.046 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.94896, Test - 0.93541.
2024-04-05 11:12:28,175 INFO     kb Current Parameters : colsample_bylevel = 0.904, colsample_bynode = 0.613, colsample_bytree = 0.239, gamma = 7.717, learning_rate = 0.78, max_depth = 7, min_child_weight = 2.116, reg_alpha = 1.943, reg_lambda = 3.791, subsample = 0.66.
2024-04-05 11:12:42,545 INFO     kb time_taken = 14.37 s, boosting_rounds_used = 48. Mean Accuracy : Train - 0.93225, Test - 0.924.
2024-04-05 11:12:42,547 INFO     kb Current Parameters : colsample_bylevel = 0.846, colsample_bynode = 0.22, colsample_bytree = 0.481, gamma = 9.051, learning_rate = 0.854, max_depth = 5, min_child_weight = 2.171, reg_alpha = 0.667, reg_lambda = 1.565, subsample = 0.66.
2024-04-05 11:12:56,617 INFO     kb time_taken = 14.071 s, boosting_rounds_used = 49. Mean Accuracy : Train - 0.93669, Test - 0.92604.
2024-04-05 11:12:56,618 INFO     kb Current Parameters : colsample_bylevel = 0.704, colsample_bynode = 0.417, colsample_bytree = 0.701, gamma = 3.362, learning_rate = 0.435, max_depth = 7, min_child_weight = 0.466, reg_alpha = 2.806, reg_lambda = 4.416, subsample = 0.708.
2024-04-05 11:13:27,357 INFO     kb time_taken = 30.739 s, boosting_rounds_used = 62. Mean Accuracy : Train - 0.94125, Test - 0.92979.
2024-04-05 11:13:27,358 INFO     kb Current Parameters : colsample_bylevel = 0.202, colsample_bynode = 0.964, colsample_bytree = 0.419, gamma = 4.632, learning_rate = 0.629, max_depth = 8, min_child_weight = 5.329, reg_alpha = 0.206, reg_lambda = 1.476, subsample = 0.596.
2024-04-05 11:13:40,214 INFO     kb time_taken = 12.856 s, boosting_rounds_used = 36. Mean Accuracy : Train - 0.9393, Test - 0.9278.
2024-04-05 11:13:40,215 INFO     kb Current Parameters : colsample_bylevel = 0.374, colsample_bynode = 0.755, colsample_bytree = 0.397, gamma = 5.765, learning_rate = 0.676, max_depth = 8, min_child_weight = 5.461, reg_alpha = 0.437, reg_lambda = 0.8, subsample = 0.631.
2024-04-05 11:14:04,881 INFO     kb time_taken = 24.666 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.9462, Test - 0.93264.
2024-04-05 11:14:04,882 INFO     kb Current Parameters : colsample_bylevel = 0.318, colsample_bynode = 0.534, colsample_bytree = 0.445, gamma = 8.522, learning_rate = 0.411, max_depth = 7, min_child_weight = 6.796, reg_alpha = 2.382, reg_lambda = 0.538, subsample = 0.773.
2024-04-05 11:14:19,214 INFO     kb time_taken = 14.332 s, boosting_rounds_used = 49. Mean Accuracy : Train - 0.92989, Test - 0.92195.
2024-04-05 11:14:19,216 INFO     kb Current Parameters : colsample_bylevel = 0.623, colsample_bynode = 0.218, colsample_bytree = 0.866, gamma = 5.478, learning_rate = 0.463, max_depth = 7, min_child_weight = 7.295, reg_alpha = 2.986, reg_lambda = 1.949, subsample = 0.682.
2024-04-05 11:14:36,702 INFO     kb time_taken = 17.486 s, boosting_rounds_used = 54. Mean Accuracy : Train - 0.93292, Test - 0.92472.
2024-04-05 11:14:36,702 INFO     kb Current Parameters : colsample_bylevel = 0.8, colsample_bynode = 0.945, colsample_bytree = 0.375, gamma = 6.222, learning_rate = 0.778, max_depth = 5, min_child_weight = 0.392, reg_alpha = 0.649, reg_lambda = 0.426, subsample = 0.746.
2024-04-05 11:15:05,725 INFO     kb time_taken = 29.022 s, boosting_rounds_used = 87. Mean Accuracy : Train - 0.95746, Test - 0.93783.
2024-04-05 11:15:05,726 INFO     kb Current Parameters : colsample_bylevel = 0.422, colsample_bynode = 0.749, colsample_bytree = 1.0, gamma = 3.181, learning_rate = 0.641, max_depth = 5, min_child_weight = 5.38, reg_alpha = 1.259, reg_lambda = 1.23, subsample = 0.656.
2024-04-05 11:15:29,657 INFO     kb time_taken = 23.932 s, boosting_rounds_used = 65. Mean Accuracy : Train - 0.94639, Test - 0.9329.
2024-04-05 11:15:29,659 INFO     kb Current Parameters : colsample_bylevel = 0.672, colsample_bynode = 0.534, colsample_bytree = 0.933, gamma = 1.764, learning_rate = 0.556, max_depth = 6, min_child_weight = 1.502, reg_alpha = 4.411, reg_lambda = 0.035, subsample = 0.88.
2024-04-05 11:16:06,453 INFO     kb time_taken = 36.795 s, boosting_rounds_used = 79. Mean Accuracy : Train - 0.95278, Test - 0.9361.
2024-04-05 11:16:06,454 INFO     kb Current Parameters : colsample_bylevel = 0.246, colsample_bynode = 0.877, colsample_bytree = 0.661, gamma = 3.506, learning_rate = 0.383, max_depth = 8, min_child_weight = 3.11, reg_alpha = 4.887, reg_lambda = 2.523, subsample = 0.611.
2024-04-05 11:16:30,700 INFO     kb time_taken = 24.245 s, boosting_rounds_used = 76. Mean Accuracy : Train - 0.93334, Test - 0.92483.
2024-04-05 11:16:30,701 INFO     kb Current Parameters : colsample_bylevel = 0.934, colsample_bynode = 0.427, colsample_bytree = 0.414, gamma = 2.079, learning_rate = 0.234, max_depth = 7, min_child_weight = 4.705, reg_alpha = 1.511, reg_lambda = 4.363, subsample = 0.589.
2024-04-05 11:17:05,984 INFO     kb time_taken = 35.284 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.94043, Test - 0.93005.
2024-04-05 11:17:07,067 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 3.846, learning_rate = 0.9, max_depth = 5, min_child_weight = 1.658, reg_alpha = 0.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 11:17:34,133 INFO     kb time_taken = 27.066 s, boosting_rounds_used = 89. Mean Accuracy : Train - 0.97175, Test - 0.94025.
2024-04-05 11:17:35,052 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.624, colsample_bytree = 1.0, gamma = 0.844, learning_rate = 0.748, max_depth = 10, min_child_weight = 1.608, reg_alpha = 0.0, reg_lambda = 1.781, subsample = 1.0.
2024-04-05 11:18:29,652 INFO     kb time_taken = 54.6 s, boosting_rounds_used = 67. Mean Accuracy : Train - 0.98428, Test - 0.94256.
2024-04-05 11:18:30,599 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 7, min_child_weight = 0.247, reg_alpha = 0.955, reg_lambda = 0.517, subsample = 1.0.
2024-04-05 11:19:15,399 INFO     kb time_taken = 44.8 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.99032, Test - 0.94325.
2024-04-05 11:19:16,103 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 0.724, reg_alpha = 2.178, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 11:20:17,229 INFO     kb time_taken = 61.126 s, boosting_rounds_used = 67. Mean Accuracy : Train - 0.98925, Test - 0.93855.
2024-04-05 11:20:17,869 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 7, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 2.84, subsample = 1.0.
2024-04-05 11:25:16,616 INFO     kb time_taken = 298.747 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.99167, Test - 0.94386.
2024-04-05 11:25:18,143 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.2, max_depth = 4, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 0.424, subsample = 1.0.
2024-04-05 11:26:05,653 INFO     kb time_taken = 47.511 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.9375, Test - 0.92377.
2024-04-05 11:26:06,702 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 9, min_child_weight = 0.0, reg_alpha = 0.508, reg_lambda = 3.163, subsample = 1.0.
2024-04-05 11:27:12,742 INFO     kb time_taken = 66.04 s, boosting_rounds_used = 68. Mean Accuracy : Train - 0.98154, Test - 0.94313.
2024-04-05 11:27:14,203 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 8, min_child_weight = 1.53, reg_alpha = 1.254, reg_lambda = 2.46, subsample = 1.0.
2024-04-05 11:29:07,067 INFO     kb time_taken = 112.865 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.98965, Test - 0.941.
2024-04-05 11:29:08,771 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 1.671, learning_rate = 0.9, max_depth = 8, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 1.784, subsample = 1.0.
2024-04-05 11:30:11,793 INFO     kb time_taken = 63.022 s, boosting_rounds_used = 79. Mean Accuracy : Train - 0.98154, Test - 0.94342.
2024-04-05 11:30:13,624 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.2, max_depth = 8, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 11:39:39,902 INFO     kb time_taken = 566.278 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.96309, Test - 0.93509.
2024-04-05 11:39:41,355 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 8, min_child_weight = 0.646, reg_alpha = 0.0, reg_lambda = 1.411, subsample = 1.0.
2024-04-05 11:40:18,273 INFO     kb time_taken = 36.918 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.98412, Test - 0.94507.
2024-04-05 11:40:19,783 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 9, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 1.202, subsample = 1.0.
2024-04-05 11:42:06,123 INFO     kb time_taken = 106.341 s, boosting_rounds_used = 47. Mean Accuracy : Train - 0.98702, Test - 0.93999.
2024-04-05 11:42:08,009 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.774, learning_rate = 0.9, max_depth = 7, min_child_weight = 1.077, reg_alpha = 0.0, reg_lambda = 2.782, subsample = 1.0.
2024-04-05 11:42:38,516 INFO     kb time_taken = 30.507 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.97389, Test - 0.94411.
2024-04-05 11:42:40,178 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 2.924, learning_rate = 0.9, max_depth = 10, min_child_weight = 1.768, reg_alpha = 0.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 11:43:13,486 INFO     kb time_taken = 33.308 s, boosting_rounds_used = 47. Mean Accuracy : Train - 0.97658, Test - 0.93884.
